,ID_VIAJE,DIA,COD_RECORRIDO,POSICION,HORA_PREVISTA_SALIDA,HORA_PREVISTA_LLEGADA,GID,LEVANTADO
751128,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,1,02/10/2019 6:00:00,02/10/2019 14:00:00,114436,Si
751129,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,2,02/10/2019 6:00:00,02/10/2019 14:00:00,114446,Si
751130,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,3,02/10/2019 6:00:00,02/10/2019 14:00:00,114482,Si
751131,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,4,02/10/2019 6:00:00,02/10/2019 14:00:00,114454,Si
751132,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,5,02/10/2019 6:00:00,02/10/2019 14:00:00,114455,Si
751133,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,6,02/10/2019 6:00:00,02/10/2019 14:00:00,114443,Si
751134,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,7,02/10/2019 6:00:00,02/10/2019 14:00:00,114444,Si
751135,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,8,02/10/2019 6:00:00,02/10/2019 14:00:00,114442,Si
751136,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,9,02/10/2019 6:00:00,02/10/2019 14:00:00,114460,Si
751137,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,10,02/10/2019 6:00:00,02/10/2019 14:00:00,114459,Si
751138,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,11,02/10/2019 6:00:00,02/10/2019 14:00:00,114458,Si
751139,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,12,02/10/2019 6:00:00,02/10/2019 14:00:00,114462,Si
751140,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,13,02/10/2019 6:00:00,02/10/2019 14:00:00,114461,Si
751141,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,14,02/10/2019 6:00:00,02/10/2019 14:00:00,114464,Si
751142,1393510,02/10/2019 0:00:00,D_DU_RM_CL_106,15,02/10/2019 6:00:00,02/10/2019 14:00:00,114463,Si
754931,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,1,03/10/2019 13:30:00,03/10/2019 21:30:00,114436,Si
754932,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,2,03/10/2019 13:30:00,03/10/2019 21:30:00,114446,Si
754933,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,3,03/10/2019 13:30:00,03/10/2019 21:30:00,114482,Si
754934,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,4,03/10/2019 13:30:00,03/10/2019 21:30:00,114454,Si
754935,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,5,03/10/2019 13:30:00,03/10/2019 21:30:00,114455,Si
754936,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,6,03/10/2019 13:30:00,03/10/2019 21:30:00,114443,Si
754937,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,7,03/10/2019 13:30:00,03/10/2019 21:30:00,114444,Si
754938,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,8,03/10/2019 13:30:00,03/10/2019 21:30:00,114442,Si
754939,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,9,03/10/2019 13:30:00,03/10/2019 21:30:00,114460,Si
754940,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,10,03/10/2019 13:30:00,03/10/2019 21:30:00,114459,Si
754941,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,11,03/10/2019 13:30:00,03/10/2019 21:30:00,114458,Si
754942,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,12,03/10/2019 13:30:00,03/10/2019 21:30:00,114462,Si
754943,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,13,03/10/2019 13:30:00,03/10/2019 21:30:00,114461,Si
754944,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,14,03/10/2019 13:30:00,03/10/2019 21:30:00,114464,Si
754945,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,15,03/10/2019 13:30:00,03/10/2019 21:30:00,114463,Si
754946,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,16,03/10/2019 13:30:00,03/10/2019 21:30:00,120952,Si
754947,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,17,03/10/2019 13:30:00,03/10/2019 21:30:00,114465,Si
754948,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,18,03/10/2019 13:30:00,03/10/2019 21:30:00,114466,Si
754949,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,19,03/10/2019 13:30:00,03/10/2019 21:30:00,114468,Si
754950,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,20,03/10/2019 13:30:00,03/10/2019 21:30:00,114467,Si
754951,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,21,03/10/2019 13:30:00,03/10/2019 21:30:00,114469,Si
754952,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,22,03/10/2019 13:30:00,03/10/2019 21:30:00,114470,Si
754953,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,23,03/10/2019 13:30:00,03/10/2019 21:30:00,114471,Si
754954,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,24,03/10/2019 13:30:00,03/10/2019 21:30:00,114483,Si
754955,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,25,03/10/2019 13:30:00,03/10/2019 21:30:00,114447,Si
754956,1394523,03/10/2019 0:00:00,D_DU_RM_CL_106,26,03/10/2019 13:30:00,03/10/2019 21:30:00,114472,Si
