ID,GID,cantidad_personas,max_dias_acumulacion
196,139144.0,87.16,2.0
197,139183.0,109.64,2.0
198,139106.0,59.44809523809524,3.0
199,139152.0,67.29809523809523,3.0
200,139194.0,152.63682539682543,1.0
201,139108.0,152.63682539682543,1.0
202,139151.0,108.50666666666666,2.0
203,139100.0,77.74666666666667,3.0
204,164672.0,82.48000000000002,2.0
205,139167.0,98.18190476190476,2.0
206,139169.0,61.68333333333333,3.0
207,139118.0,97.07333333333332,2.0
208,139141.0,90.51333333333334,2.0
209,139173.0,53.016666666666666,4.0
210,139092.0,53.016666666666666,4.0
211,139145.0,83.78857142857143,2.0
212,144193.0,420.80444444444447,0.0
213,139180.0,75.07261904761904,3.0
214,139127.0,102.16349206349204,2.0
215,139131.0,44.57555555555555,4.0
216,139166.0,76.24000000000001,3.0
217,139168.0,76.36000000000001,3.0
218,139170.0,46.56,4.0
219,139135.0,116.12,2.0
220,139112.0,74.48404761904763,3.0
221,139156.0,74.00039682539685,3.0
222,142813.0,209.44,1.0
223,139093.0,210.865,1.0
224,139160.0,77.56857142857143,3.0
225,139150.0,74.46095238095239,3.0
226,139111.0,72.48023809523811,3.0
227,139157.0,248.30277777777775,1.0
228,139164.0,80.12,2.0
229,139142.0,55.76888888888889,4.0
230,148975.0,87.80000000000001,2.0
231,139094.0,87.80000000000001,2.0
232,139165.0,108.2488888888889,2.0
233,139184.0,76.65261904761907,3.0
234,139119.0,43.77388888888889,5.0
235,141052.0,88.54761904761907,2.0
236,141072.0,88.54761904761907,2.0
237,139149.0,74.01785714285715,3.0
238,139130.0,54.03055555555555,4.0
239,139186.0,71.6,3.0
240,139178.0,89.19523809523811,2.0
241,139179.0,94.18142857142855,2.0
242,139158.0,62.43333333333334,3.0
243,139114.0,85.27809523809523,2.0
244,139185.0,269.8178571428571,1.0
245,139187.0,102.2109523809524,2.0
246,139188.0,54.98952380952382,4.0
247,139163.0,53.17531746031746,4.0
248,139095.0,70.28198412698413,3.0
249,139128.0,107.09198412698412,2.0
250,139138.0,48.52722222222223,4.0
251,139129.0,112.87809523809524,2.0
252,139096.0,112.87809523809524,2.0
253,139113.0,141.39333333333337,1.0
254,143332.0,121.2,2.0
255,139181.0,290.4916666666667,1.0
256,138886.0,30.81142857142857,6.0
257,138835.0,30.81142857142857,6.0
258,138889.0,30.81142857142857,6.0
259,138621.0,79.85809523809525,3.0
260,138845.0,42.2,5.0
261,138823.0,21.433333333333334,9.0
262,138891.0,33.940000000000005,6.0
263,138892.0,19.1,10.0
264,139712.0,42.83714285714286,5.0
265,147812.0,63.95428571428572,3.0
266,138673.0,42.06619047619048,5.0
267,138671.0,55.65333333333333,4.0
268,138513.0,77.31333333333333,3.0
269,138533.0,40.35333333333333,5.0
270,138670.0,70.94666666666667,3.0
271,138642.0,74.79619047619049,3.0
272,138529.0,43.78333333333333,5.0
273,138643.0,120.71190476190478,2.0
274,138885.0,116.35190476190478,2.0
275,138680.0,98.78166666666664,2.0
276,138639.0,70.23619047619049,3.0
277,138640.0,78.24333333333334,3.0
278,138691.0,53.462857142857146,4.0
279,138637.0,69.11,3.0
280,169932.0,105.5657142857143,2.0
281,138662.0,69.22619047619048,3.0
282,138690.0,79.63571428571427,3.0
283,138628.0,103.58285714285716,2.0
284,138672.0,96.75333333333332,2.0
285,138623.0,66.59619047619047,3.0
286,140292.0,63.95428571428572,3.0
287,138709.0,58.81619047619048,3.0
288,138626.0,61.08214285714287,3.0
289,138696.0,69.05119047619048,3.0
290,138630.0,49.245000000000005,4.0
291,138708.0,28.68761904761905,7.0
292,138896.0,44.96095238095239,4.0
293,138832.0,62.70539682539683,3.0
294,138697.0,21.214285714285715,9.0
295,138664.0,148.3642857142857,1.0
296,138394.0,72.80714285714285,3.0
297,149452.0,77.11428571428571,3.0
298,138375.0,133.1704761904762,2.0
299,138620.0,99.83238095238096,2.0
300,138655.0,80.9,2.0
301,138625.0,88.88666666666668,2.0
302,138706.0,61.65833333333334,3.0
303,138700.0,61.933333333333344,3.0
304,138661.0,109.58857142857144,2.0
305,138660.0,116.38857142857144,2.0
306,138351.0,79.6952380952381,3.0
307,138393.0,114.44190476190477,2.0
308,138711.0,77.69166666666668,3.0
309,138710.0,96.83333333333334,2.0
310,138707.0,66.76666666666668,3.0
311,138839.0,65.93333333333334,3.0
312,138840.0,39.71333333333334,5.0
313,151772.0,75.15166666666667,3.0
314,138665.0,81.64285714285714,2.0
315,138688.0,137.7271428571429,1.0
316,138695.0,113.55761904761906,2.0
317,138829.0,55.0920634920635,4.0
318,138854.0,50.1420634920635,4.0
319,138830.0,104.61111111111111,2.0
320,138904.0,52.59920634920636,4.0
321,171872.0,47.85777777777778,4.0
322,138855.0,53.35777777777778,4.0
323,138831.0,55.24111111111111,4.0
324,138853.0,115.42920634920635,2.0
325,138842.0,84.11428571428571,2.0
326,138333.0,68.96428571428571,3.0
327,138397.0,93.60476190476192,2.0
328,138399.0,109.63952380952382,2.0
329,138396.0,97.23190476190476,2.0
330,138341.0,91.99857142857144,2.0
331,138576.0,95.24666666666668,2.0
332,138340.0,96.63333333333334,2.0
333,138560.0,151.39666666666668,1.0
334,138342.0,77.04476190476191,3.0
335,138348.0,79.63714285714285,3.0
336,138403.0,80.21904761904763,2.0
337,138631.0,88.76833333333335,2.0
338,151752.0,86.69,2.0
339,138644.0,74.82000000000001,3.0
340,138641.0,74.82000000000001,3.0
341,138627.0,61.92666666666669,3.0
342,138357.0,58.11190476190477,3.0
343,138363.0,100.66238095238096,2.0
344,138562.0,90.42285714285714,2.0
345,138407.0,114.86761904761906,2.0
346,140392.0,68.03079365079365,3.0
347,138826.0,55.39000000000001,4.0
348,138702.0,76.22,3.0
349,138704.0,79.7,3.0
350,138735.0,39.53333333333333,5.0
351,173255.0,54.86666666666667,4.0
352,138786.0,56.11111111111112,4.0
353,138790.0,34.84285714285714,6.0
354,144252.0,58.84952380952381,3.0
355,138754.0,32.297777777777775,6.0
356,138755.0,58.71111111111112,3.0
357,173352.0,40.97777777777778,5.0
358,138253.0,62.51111111111111,3.0
359,138753.0,79.12952380952382,3.0
360,138684.0,141.02,1.0
361,138619.0,93.88095238095238,2.0
362,152072.0,144.74428571428572,1.0
363,138789.0,68.24000000000002,3.0
364,138793.0,44.766666666666666,4.0
365,138785.0,130.2,2.0
366,138218.0,67.82666666666667,3.0
367,138752.0,39.61952380952382,5.0
368,138586.0,97.81888888888888,2.0
369,138339.0,118.92666666666666,2.0
370,138737.0,73.69999999999999,3.0
371,138784.0,105.83333333333334,2.0
372,138788.0,23.83619047619048,8.0
373,138389.0,78.25650793650794,3.0
374,138390.0,101.9936507936508,2.0
375,138384.0,87.65650793650795,2.0
376,138383.0,65.39365079365079,3.0
377,138545.0,100.55555555555556,2.0
378,138387.0,146.94222222222223,1.0
379,138487.0,101.9936507936508,2.0
380,138543.0,129.57142857142858,2.0
381,151672.0,195.38333333333335,1.0
382,100544.0,74.51277777777777,3.0
383,138256.0,74.87277777777778,3.0
384,138285.0,72.36166666666668,3.0
385,138220.0,78.64666666666668,3.0
386,100555.0,48.46944444444444,4.0
387,138373.0,72.93333333333334,3.0
388,170212.0,39.12761904761905,5.0
389,138368.0,48.19428571428572,4.0
390,138486.0,71.08571428571429,3.0
391,138338.0,112.58666666666667,2.0
392,138374.0,81.12285714285714,2.0
393,138787.0,88.88285714285715,2.0
394,138844.0,65.79,3.0
395,138760.0,75.5952380952381,3.0
396,138687.0,62.694285714285726,3.0
397,169893.0,27.741666666666667,7.0
398,169912.0,27.741666666666667,7.0
399,100592.0,72.69880952380952,3.0
400,114992.0,89.61214285714286,2.0
401,115172.0,83.87880952380952,2.0
402,100605.0,85.455,2.0
403,138734.0,110.08095238095238,2.0
404,138758.0,54.40285714285714,4.0
405,138757.0,107.2052380952381,2.0
406,138751.0,46.97952380952382,4.0
407,138725.0,28.78857142857143,7.0
408,138727.0,58.27428571428572,3.0
409,138828.0,69.94095238095238,3.0
410,138762.0,35.4052380952381,6.0
411,138724.0,83.51238095238095,2.0
412,138726.0,91.68333333333334,2.0
413,138350.0,93.01714285714286,2.0
414,138349.0,84.01095238095238,2.0
415,138617.0,74.32380952380953,3.0
416,138694.0,81.65333333333335,2.0
417,138693.0,85.45,2.0
418,138712.0,98.00380952380952,2.0
419,138258.0,41.529523809523816,5.0
420,138284.0,71.63333333333334,3.0
421,147872.0,118.45333333333332,2.0
422,138365.0,37.39428571428572,5.0
423,138364.0,51.485714285714295,4.0
424,138483.0,66.28571428571429,3.0
425,140792.0,37.71523809523809,5.0
426,138843.0,60.540000000000006,3.0
427,139732.0,82.99000000000001,2.0
428,138795.0,68.39714285714285,3.0
429,138250.0,96.72833333333334,2.0
430,138251.0,98.30166666666668,2.0
431,138404.0,72.96571428571428,3.0
432,138618.0,93.93142857142858,2.0
433,138800.0,50.142857142857146,4.0
434,138764.0,51.37619047619048,4.0
435,138794.0,43.54761904761905,5.0
436,155293.0,37.406666666666666,5.0
437,138402.0,82.17714285714285,2.0
438,138895.0,63.94142857142858,3.0
439,138705.0,57.553333333333335,3.0
440,138897.0,48.95666666666666,4.0
441,138841.0,102.15666666666668,2.0
442,138825.0,86.42666666666668,2.0
443,138750.0,35.78666666666667,6.0
444,138222.0,41.92,5.0
445,158832.0,118.94,2.0
446,138683.0,125.8,2.0
447,138366.0,64.95,3.0
448,138464.0,65.66666666666667,3.0
449,138463.0,77.30000000000001,3.0
450,138465.0,77.30000000000001,3.0
451,138462.0,72.26666666666668,3.0
452,138346.0,146.01,1.0
453,138749.0,58.518730158730165,3.0
454,138260.0,58.518730158730165,3.0
455,138692.0,95.06857142857145,2.0
456,152392.0,147.25333333333336,1.0
457,138391.0,101.36,2.0
458,144372.0,62.43666666666668,3.0
459,138699.0,71.87428571428572,3.0
460,170492.0,71.87428571428572,3.0
461,152374.0,82.7057142857143,2.0
462,138332.0,57.31285714285714,3.0
463,138824.0,39.52142857142857,5.0
464,138761.0,90.55952380952382,2.0
465,138398.0,95.5852380952381,2.0
466,138382.0,95.26666666666668,2.0
467,138406.0,110.62190476190476,2.0
468,138392.0,78.37428571428572,3.0
469,138385.0,89.43714285714286,2.0
470,138324.0,86.15619047619049,2.0
471,138216.0,107.16833333333336,2.0
472,138275.0,222.32833333333335,1.0
473,138209.0,86.65666666666668,2.0
474,138221.0,53.27111111111111,4.0
475,170153.0,80.17833333333333,2.0
476,138242.0,95.17833333333331,2.0
477,138273.0,110.96666666666668,2.0
478,138206.0,110.96666666666668,2.0
479,140992.0,94.63333333333334,2.0
480,138241.0,94.63333333333334,2.0
481,138801.0,75.0847619047619,3.0
482,170352.0,111.0547619047619,2.0
483,170372.0,76.73142857142858,3.0
484,138471.0,102.34,2.0
485,138467.0,102.1,2.0
486,138469.0,104.94333333333334,2.0
487,138443.0,100.65666666666668,2.0
488,138445.0,65.01666666666667,3.0
489,138367.0,53.943333333333335,4.0
490,138314.0,107.24333333333334,2.0
491,138763.0,59.82190476190476,3.0
492,171892.0,51.62380952380953,4.0
493,172332.0,56.990476190476194,4.0
494,138767.0,57.52619047619048,3.0
495,138765.0,53.91142857142857,4.0
496,138381.0,92.90857142857143,2.0
497,138252.0,90.01777777777778,2.0
498,138759.0,75.18095238095239,3.0
499,138756.0,94.384126984127,2.0
500,138208.0,103.76111111111112,2.0
501,138730.0,87.06476190476191,2.0
502,138729.0,54.41857142857143,4.0
503,138738.0,58.26857142857144,3.0
504,138245.0,141.52,1.0
505,138244.0,126.18690476190476,2.0
506,138616.0,116.74666666666666,2.0
507,138669.0,118.22285714285717,2.0
508,138806.0,85.39142857142858,2.0
509,138731.0,61.14333333333333,3.0
510,144132.0,57.866666666666674,3.0
511,138415.0,50.89,4.0
512,138493.0,84.11666666666666,2.0
513,138495.0,104.54333333333334,2.0
514,147832.0,84.11666666666666,2.0
515,138360.0,69.18,3.0
516,161552.0,54.88285714285715,4.0
517,138386.0,61.19333333333334,3.0
518,138703.0,88.36285714285714,2.0
519,138805.0,82.96571428571428,2.0
520,138796.0,30.752380952380957,7.0
521,164772.0,50.22619047619048,4.0
522,138742.0,91.75555555555556,2.0
523,138668.0,162.38666666666666,1.0
524,138261.0,88.86984126984129,2.0
525,138327.0,80.14285714285714,2.0
526,138803.0,48.29333333333334,4.0
527,138632.0,83.01142857142858,2.0
528,143113.0,95.26952380952385,2.0
529,138676.0,83.91428571428571,2.0
530,138319.0,91.97333333333331,2.0
531,138325.0,80.14285714285714,2.0
532,138331.0,85.18587301587301,2.0
533,138636.0,75.6863492063492,3.0
534,142932.0,88.27777777777777,2.0
535,138804.0,53.40476190476191,4.0
536,138405.0,102.25714285714288,2.0
537,138335.0,93.75714285714288,2.0
538,138395.0,98.6752380952381,2.0
539,138312.0,105.35333333333334,2.0
540,138313.0,96.73,2.0
541,138315.0,143.61,1.0
542,138420.0,70.42666666666668,3.0
543,138442.0,63.760000000000005,3.0
544,138419.0,103.20000000000002,2.0
545,138418.0,89.60000000000001,2.0
546,162892.0,102.73714285714286,2.0
547,138713.0,77.82,3.0
548,159612.0,77.82,3.0
549,138783.0,73.96285714285713,3.0
550,138645.0,98.41333333333334,2.0
551,152352.0,123.37333333333332,2.0
552,138328.0,78.3673015873016,3.0
553,138352.0,112.97285714285717,2.0
554,138689.0,126.18285714285716,2.0
555,143673.0,124.45166666666668,2.0
556,143672.0,124.45166666666668,2.0
557,138271.0,122.98523809523812,2.0
558,138380.0,72.79142857142858,3.0
559,138388.0,72.79142857142858,3.0
560,138274.0,109.57666666666668,2.0
561,167332.0,90.72333333333331,2.0
562,173412.0,147.62857142857146,1.0
563,138666.0,167.38666666666663,1.0
564,138321.0,109.41333333333334,2.0
565,138326.0,134.8295238095238,1.0
566,138797.0,119.46666666666668,2.0
567,138378.0,100.80285714285716,2.0
568,138379.0,103.54571428571433,2.0
569,138347.0,75.75714285714287,3.0
570,138633.0,85.3904761904762,2.0
571,138772.0,43.79047619047619,5.0
572,138771.0,70.75714285714287,3.0
573,164695.0,67.28190476190477,3.0
574,138743.0,129.5511111111111,2.0
575,138798.0,43.72380952380952,5.0
576,138336.0,79.86285714285715,3.0
577,160152.0,94.78000000000002,2.0
578,162614.0,76.8295238095238,3.0
579,138775.0,120.9609523809524,2.0
580,138774.0,77.9252380952381,3.0
581,138778.0,66.68285714285715,3.0
582,138782.0,37.58571428571429,5.0
583,138812.0,66.68285714285715,3.0
584,138733.0,68.96285714285715,3.0
585,138499.0,104.01380952380954,2.0
586,138433.0,136.36666666666667,1.0
587,138498.0,74.47333333333334,3.0
588,138421.0,44.00380952380953,5.0
589,138429.0,100.44761904761909,2.0
590,138428.0,100.44761904761909,2.0
591,151712.0,18.10666666666667,11.0
592,138497.0,60.193333333333335,3.0
593,138434.0,136.09333333333336,1.0
594,138648.0,75.08666666666666,3.0
595,138732.0,102.62666666666668,2.0
596,138649.0,87.92000000000002,2.0
597,154352.0,92.58,2.0
598,138682.0,82.69428571428573,2.0
599,138659.0,89.3104761904762,2.0
600,138658.0,78.46603174603175,3.0
601,138634.0,60.29460317460318,3.0
602,138679.0,51.78269841269841,4.0
603,138223.0,59.06666666666667,3.0
604,138192.0,154.79523809523812,1.0
605,138193.0,212.7,1.0
606,138199.0,125.03857142857144,2.0
607,138234.0,131.87238095238098,2.0
608,159412.0,99.19238095238096,2.0
609,157292.0,95.15238095238098,2.0
610,138401.0,95.15238095238098,2.0
611,138362.0,108.19333333333334,2.0
612,151652.0,102.23111111111112,2.0
613,138265.0,122.55111111111113,2.0
614,138263.0,107.40753968253968,2.0
615,138283.0,73.31111111111112,3.0
616,138229.0,155.9111111111111,1.0
617,138272.0,109.20111111111112,2.0
618,167338.0,94.39015873015876,2.0
619,138248.0,86.54015873015874,2.0
620,138233.0,101.56190476190476,2.0
621,138232.0,104.56190476190476,2.0
622,138650.0,66.74,3.0
623,138779.0,64.44,3.0
624,159392.0,167.26238095238097,1.0
625,138371.0,61.057142857142864,3.0
626,138361.0,79.22222222222223,3.0
627,144434.0,68.54190476190477,3.0
628,166552.0,97.19904761904763,2.0
629,138282.0,69.09166666666667,3.0
630,138656.0,48.248888888888885,4.0
631,143112.0,48.248888888888885,4.0
632,151632.0,67.30984126984127,3.0
633,138654.0,68.09555555555556,3.0
634,138647.0,90.74,2.0
635,144432.0,106.09619047619049,2.0
636,164732.0,52.72857142857144,4.0
637,144453.0,75.09619047619049,3.0
638,138766.0,63.720000000000006,3.0
639,165192.0,85.02666666666667,2.0
640,138320.0,84.51,2.0
641,138316.0,45.46000000000001,4.0
642,138345.0,45.60000000000001,4.0
643,138317.0,70.79833333333335,3.0
644,138376.0,104.1346031746032,2.0
645,138372.0,81.47555555555557,2.0
646,138344.0,99.5546031746032,2.0
647,138358.0,98.34761904761903,2.0
648,138322.0,89.295,2.0
649,138377.0,106.25,2.0
650,138198.0,216.85,1.0
651,138196.0,163.47666666666666,1.0
652,143372.0,81.65,2.0
653,138194.0,132.86666666666667,2.0
654,134376.0,55.333333333333336,4.0
655,134378.0,68.91333333333334,3.0
656,134387.0,87.56666666666668,2.0
657,134377.0,62.8704761904762,3.0
658,138681.0,83.44396825396825,2.0
659,138329.0,70.11396825396827,3.0
660,138657.0,78.71111111111111,3.0
661,134671.0,72.35444444444445,3.0
662,134669.0,104.36111111111111,2.0
663,138714.0,97.84,2.0
664,138677.0,80.07380952380953,2.0
665,138678.0,40.66984126984127,5.0
666,138811.0,119.62952380952382,2.0
667,138810.0,58.83904761904762,3.0
668,134390.0,78.88380952380953,3.0
669,138500.0,62.48380952380953,3.0
670,134383.0,118.65714285714286,2.0
671,134402.0,118.83047619047622,2.0
672,138330.0,85.34952380952382,2.0
673,138359.0,75.16952380952381,3.0
674,138653.0,34.88,6.0
675,138715.0,55.35714285714285,4.0
676,161872.0,44.98,4.0
677,134312.0,144.04,1.0
678,134381.0,68.44,3.0
679,134327.0,140.67333333333335,1.0
680,142893.0,109.81333333333332,2.0
681,134343.0,82.5352380952381,2.0
682,134379.0,82.5352380952381,2.0
683,134534.0,77.66888888888889,3.0
684,137512.0,72.56888888888889,3.0
685,138781.0,73.79714285714286,3.0
686,140432.0,73.79714285714286,3.0
687,141133.0,91.9495238095238,2.0
688,141132.0,83.28285714285715,2.0
689,167172.0,56.92190476190477,4.0
690,138934.0,48.42666666666667,4.0
691,138268.0,51.53777777777778,4.0
692,138205.0,97.61666666666667,2.0
693,134307.0,87.58666666666667,2.0
694,138213.0,102.6,2.0
695,138204.0,110.86015873015876,2.0
696,138202.0,87.22,2.0
697,134544.0,37.440000000000005,5.0
698,134556.0,67.68650793650794,3.0
699,134555.0,56.33166666666667,4.0
700,134551.0,52.28,4.0
701,134545.0,63.69333333333334,3.0
702,134533.0,81.36500000000001,2.0
703,134557.0,85.965,2.0
704,159132.0,96.6904761904762,2.0
705,155798.0,82.14444444444446,2.0
706,134596.0,96.00126984126985,2.0
707,134388.0,128.9466666666667,2.0
708,137134.0,107.67333333333336,2.0
709,134597.0,83.37555555555555,2.0
710,134538.0,54.03428571428572,4.0
711,143352.0,107.36666666666667,2.0
712,134617.0,81.66,2.0
713,134670.0,84.93285714285715,2.0
714,138780.0,86.0257142857143,2.0
715,156672.0,80.24285714285716,2.0
716,138736.0,97.80666666666669,2.0
717,138721.0,80.76666666666668,2.0
718,134396.0,115.04857142857144,2.0
719,134384.0,156.62,1.0
720,134539.0,85.0209523809524,2.0
721,144414.0,69.71428571428572,3.0
722,138635.0,60.59428571428571,3.0
723,161532.0,68.56428571428572,3.0
724,134707.0,64.24428571428571,3.0
725,138675.0,57.21333333333333,3.0
726,138201.0,69.70000000000002,3.0
727,138717.0,55.81333333333334,4.0
728,134708.0,62.25333333333334,3.0
729,134706.0,36.92,5.0
730,140932.0,64.86888888888889,3.0
731,138231.0,95.97015873015874,2.0
732,138230.0,136.3164285714286,1.0
733,138236.0,106.96,2.0
734,134403.0,71.86666666666667,3.0
735,137132.0,92.19333333333334,2.0
736,138266.0,80.71920634920636,2.0
737,138235.0,106.6209523809524,2.0
738,138651.0,66.51269841269843,3.0
739,138674.0,87.45714285714286,2.0
740,138741.0,65.37936507936509,3.0
741,147272.0,74.52222222222224,3.0
742,138720.0,59.13428571428572,3.0
743,156372.0,30.83428571428572,6.0
744,138723.0,98.4,2.0
745,138214.0,49.68,4.0
746,138200.0,90.62666666666668,2.0
747,138719.0,75.53428571428572,3.0
